show_id,type,title,director,country,release_year,rating,listed_in,description
s601,Movie,The Game,David Fincher,United States,1997,R,Thrillers,An aloof investment banker's life spirals into peril and paranoia after his brother gives him an odd birthday gift: the chance to play a mysterious game.
s602,Movie,The Karate Kid,John G. Avildsen,United States,1984,PG,"Action & Adventure, Children & Family Movies, Classic Movies","When a bullied teen befriends an unassuming martial arts master, he’ll learn life lessons — and the right moves — to beat back his merciless rivals."
s603,Movie,The Karate Kid Part II,John G. Avildsen,United States,1986,PG,"Action & Adventure, Children & Family Movies, Dramas","Daniel and his martial-arts mentor, Mr. Miyagi, visit Okinawa where they battle a hostile new nemesis and a former foe looking to settle an old score."
s604,Movie,The Karate Kid Part III,John G. Avildsen,United States,1989,PG,"Children & Family Movies, Dramas",A returning adversary threatens the bond between karate champ Daniel and mentor Mr. Miyagi with an intricate plan for revenge and a brutal challenger.
s605,Movie,The Life of David Gale,Alan Parker,"United Kingdom, Germany, Spain, United States",2003,R,Dramas,"When a Texas professor and advocate for the elimination of the death penalty is falsely accused of a crime, he ends up on death row himself."
s606,Movie,The Long Riders,Walter Hill,United States,1980,R,Action & Adventure,"This Western chronicles the misadventures and demise of the James-Younger gang, 19th-century outlaws who tore through Missouri on a crime spree."
s607,Movie,The Queen,Stephen Frears,"United Kingdom, United States, France, Italy",2006,PG-13,"Dramas, International Movies","After Princess Diana's death, Queen Elizabeth II and Tony Blair face public demands that she be memorialized in a manner beyond standard protocol."
s608,Movie,The Strangers,Bryan Bertino,United States,2008,R,"Horror Movies, Thrillers","A quiet stay at a remote vacation home spirals into terror for a couple when they come under attack by three masked, mysterious, murderous intruders."
s609,Movie,The Sum of All Fears,Phil Alden Robinson,"United States, Germany, Canada",2002,PG-13,Action & Adventure,"CIA agent Jack Ryan tries to discover why three missing Russian nuclear scientists are holed up in the Ukraine, communicating with neo-Nazis."
s610,Movie,The Tourist,Florian Henckel von Donnersmarck,"United States, France, Italy, United Kingdom",2010,PG-13,"Action & Adventure, Romantic Movies",An American tourist seeking solace for his shattered heart instead finds it in danger again after encountering a beautiful Interpol agent.
s611,Movie,Underworld,Len Wiseman,"United States, United Kingdom, Germany, Hungary",2003,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",A vampire warrior begins to question her mission in the ancient war between the undead and werewolves when she falls for a human under her protection.
s612,Movie,Underworld: Awakening,"Måns Mårlind, Björn Stein","United States, Canada",2012,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","As the war between vampires and Lycans rages on, Selene awakens from a prolonged, forced cryogenic sleep to face a harrowing new enemy: humans."
s613,Movie,Underworld: Rise of the Lycans,Patrick Tatopoulos,"United States, New Zealand",2009,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","Set in the year 1402, this prequel follows Lucian, the first werewolf to take human form, and chronicles the feud between the vampires and the Lycans."
s614,Movie,Voiceless,Robert O. Peters,Nigeria,2020,TV-MA,"Dramas, International Movies, Thrillers","A bright and promising young girl gets abducted and taken to a terrorist camp, where she unexpectedly crosses paths with her soulmate."
s615,Movie,What Dreams May Come,Vincent Ward,"United States, New Zealand",1998,PG-13,"Dramas, Romantic Movies, Sci-Fi & Fantasy","A physician finds himself in heaven after an accident, inhabiting the landscape of his wife's paintings while seeking to rescue her from the underworld."
s616,Movie,Why Do Fools Fall in Love,Gregory Nava,United States,1998,R,"Dramas, Music & Musicals, Romantic Movies","In this rock 'n' roll comedy-drama, three women go to court over royalties from the one-hit-wonder singer they all loved — and whom they all married."
s617,Movie,Working Title,Mary Harron,,2019,R,Dramas,"In the '70s, a graduate student works with three incarcerated women from the Manson Family as they look back at their lives. Based on a true story."
s618,TV Show,Young Royals,,Sweden,2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas","Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated."
s619,Movie,America: The Motion Picture,Matt Thompson,United States,2021,TV-MA,"Action & Adventure, Comedies",A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.
s620,Movie,Deranged,Jameel Buari,,2020,TV-14,"Dramas, International Movies",A substitute teacher and an obsessive student begin an illicit affair that endangers everyone involved and blurs the line between predator and prey.
s621,TV Show,Droppin' Cash: Los Angeles,,United States,2019,TV-MA,Reality TV,This Complex series follows the paper trail of musicians and athletes in Los Angeles as they blow through stacks on the finer things in life.
s622,TV Show,Legend of Exorcism,Shen Leping,,2020,TV-14,"Anime Series, Crime TV Shows, International TV Shows","After leaving Yaojin Palace, Kong Hongjun arrives in Chang'an to battle demons and forms a bond with exorcism squad chief Li Jinglong."
s623,Movie,Lying and Stealing,Matt Aselton,United States,2019,R,Thrillers,"A talented thief teams up with an aspiring actress to steal art from LA's high rollers. For their last heist, they're going for the ultimate: freedom."
s624,Movie,Mommy Issues,Jose Javier Reyes,,2021,TV-MA,"Comedies, Dramas, International Movies",Close quarters and new romances add trouble to the rocky relationship between a high-strung young woman and her demanding mother.
s625,Movie,Prime Time,Jakub Piątek,,2021,TV-MA,"Dramas, International Movies, Thrillers","On New Year’s Eve 1999, an armed man enters a TV studio during a broadcast, takes the host hostage and makes one demand: to give a message live on air."
s626,TV Show,Somos.,,Mexico,2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","The lives of the people of Allende, a Mexican border town, are overtaken by a powerful cartel's operations, leading to tragedy. Inspired by true events."
s627,TV Show,Sophie: A Murder in West Cork,John Dower,,2021,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.
s628,TV Show,The Daily Life of the Immortal King,,China,2020,TV-14,"Anime Series, International TV Shows, Teen TV Shows","Having vanquished a powerful demon at age six, precocious wizard Wang Ling must now navigate high school life as an ordinary teen."
s629,TV Show,StarBeam,,United States,2021,TV-Y,Kids' TV,"When colorful villains come out to play, 8-year-old Zoey has the power to transform into StarBeam, a kid-sized superhero. She saves the day, every day!"
s630,Movie,A Way Back Home,B. T Thomas,,2020,TV-14,"Dramas, International Movies","After receiving a terminal diagnosis, a man fakes an accident to spare his family’s grief and must deal with the fallout of his deception."
s631,Movie,Killing Them Softly,Andrew Dominik,United States,2012,R,Dramas,"When a couple of low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business."
s632,TV Show,The Seven Deadly Sins,,Japan,2021,TV-14,"Anime Series, International TV Shows","When a kingdom is taken over by tyrants, the deposed princess begins a quest to find a disbanded group of evil knights to help take back her realm."
s633,Movie,Wanted,Nibal Arakji,,2019,TV-14,"Comedies, International Movies",Four seniors embark on misadventures after breaking out of their nursing home to save a loved one’s grave from demolition by estate developers.
s634,Movie,Into the Wind,Sofie Šustková,,2018,TV-MA,"Dramas, Independent Movies, International Movies",Two siblings set sail as a crew on a yacht on the Aegean Sea. Circumstances soon change when a young documentary filmmaker comes aboard.
s635,Movie,Wonder Boy,Anissa Bonnefont,France,2019,TV-14,"Documentaries, International Movies",This revealing documentary follows Balmain creative director Olivier Rousteing as he brings his bold designs to life and goes in search of his origins.
s636,Movie,Here Comes the Rain,Bahij Hojeij,Lebanon,2010,TV-MA,"Dramas, International Movies","Abducted during the Lebanese Civil War and now in his 50s, Ramez is finally a free man. But he returns to society deeply traumatized by the past."
s637,Movie,The Ice Road,Jonathan Hensleigh,"United States, Canada",2021,PG-13,Action & Adventure,"To save a team of miners trapped underground, a down-on-his-luck ice road trucker joins a mission across treacherous terrain to deliver rescue equipment."
s638,TV Show,Ray,"Srijit Mukherji, Vasan Bala, Abhishek Chaubey",,2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries","From a satire to a psychological thriller, four short stories from celebrated auteur and writer Satyajit Ray are adapted for the screen in this series."
s639,TV Show,Sex/Life,,United States,2021,TV-MA,"Romantic TV Shows, TV Dramas",A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.
s640,TV Show,Godzilla Singular Point,,,2021,TV-14,"Anime Series, International TV Shows","Brought together by a mysterious song, a grad student and an engineer lead the fight against an unimaginable force that may spell doom for the world."
s641,TV Show,Jiva!,,,2021,TV-MA,"International TV Shows, TV Dramas","A talented street dancer from Umlazi, Durban must confront her fears and deal with family objections to pursue her dancing dreams."
s642,Movie,Sisters on Track,,,2021,PG,"Documentaries, Sports Movies",Three track star sisters face obstacles in life and in competition as they pursue Junior Olympic dreams in this extraordinary coming of age journey.
s643,TV Show,The Naked Director,,Japan,2021,TV-MA,"International TV Shows, TV Dramas","In 1980s Japan, one determined man turned every crushing setback into opportunity. His name was Toru Muranishi, and he revolutionized his industry."
s644,Movie,The Seventh Day,Justin P. Lange,United States,2021,R,Horror Movies,An inexperienced priest teams up with a hardened exorcist to stop the demonic possession of a young boy. But darkness lies where they least expect it.
s645,Movie,Good on Paper,Kimmy Gatewood,,2021,TV-MA,"Comedies, Romantic Movies","After years of putting her career first, a stand-up comic meets a guy who seems perfect: smart, nice, successful... and possibly too good to be true."
